duration,src_bytes,dst_bytes,packet_count,protocol,failed_logins,attack_type
19,148,293,68,UDP,10,BruteForce
1,8795,55,601,TCP,0,DDoS
16,528,481,58,UDP,8,BruteForce
6,1219,1942,19,TCP,0,Normal
10,2961,108,42,TCP,0,Normal
30,1744,725,7,TCP,0,Normal
2,132,60,82,UDP,0,PortScan
37,445,356,46,UDP,6,BruteForce
21,744,404,69,UDP,4,BruteForce
6,1328,1521,24,UDP,0,Normal
19,1831,1751,48,TCP,0,Normal
17,1352,305,38,TCP,0,Normal
35,602,471,28,UDP,4,BruteForce
41,170,1590,8,TCP,0,Normal
7,831,1484,49,UDP,0,Normal
32,573,56,60,UDP,10,BruteForce
37,692,147,17,UDP,8,BruteForce
22,616,340,56,UDP,4,BruteForce
19,737,1693,29,TCP,0,Normal
10,401,53,152,TCP,0,PortScan
5,3938,246,132,TCP,0,DDoS
2,109,68,64,TCP,0,PortScan
12,942,171,37,UDP,5,BruteForce
9,66,76,98,TCP,0,PortScan
10,112,22,76,TCP,0,PortScan
1,7695,267,612,TCP,0,DDoS
40,260,463,77,UDP,8,BruteForce
25,1105,1974,27,TCP,0,Normal
7,325,76,59,TCP,0,PortScan
10,446,41,291,UDP,0,PortScan
5,7479,189,199,TCP,0,DDoS
5,4674,356,723,TCP,0,DDoS
5,5483,471,732,TCP,0,DDoS
3,3233,77,116,TCP,0,DDoS
59,2504,1909,9,UDP,0,Normal
24,442,343,74,UDP,3,BruteForce
1,9158,139,296,TCP,0,DDoS
26,484,91,47,UDP,5,BruteForce
1,3093,148,596,TCP,0,DDoS
4,6860,125,926,TCP,0,DDoS
3,8578,105,563,TCP,0,DDoS
13,1409,1716,5,TCP,0,Normal
36,929,326,43,UDP,3,BruteForce
7,2128,440,27,UDP,0,Normal
3,376,102,168,UDP,0,PortScan
3,4714,249,556,TCP,0,DDoS
1,9913,145,199,TCP,0,DDoS
2,7368,387,658,TCP,0,DDoS
4,495,105,149,UDP,0,PortScan
7,407,153,199,TCP,0,PortScan
7,251,158,231,UDP,0,PortScan
4,9355,326,618,TCP,0,DDoS
48,489,1898,14,UDP,0,Normal
1,311,71,209,TCP,0,PortScan
49,630,1521,39,UDP,0,Normal
15,898,1701,37,TCP,0,Normal
40,1264,1371,14,UDP,0,Normal
10,384,128,179,TCP,0,PortScan
3,6775,328,922,TCP,0,DDoS
2,4058,239,713,TCP,0,DDoS
51,2934,1863,47,UDP,0,Normal
10,846,384,15,UDP,4,BruteForce
5,6491,255,484,TCP,0,DDoS
3,320,34,130,TCP,0,PortScan
9,141,163,261,TCP,0,PortScan
4,8874,496,747,TCP,0,DDoS
10,71,155,56,UDP,0,PortScan
5,4366,151,395,TCP,0,DDoS
7,249,37,77,TCP,0,PortScan
29,653,495,56,UDP,4,BruteForce
16,246,130,80,UDP,7,BruteForce
3,5180,461,908,TCP,0,DDoS
39,957,240,90,UDP,5,BruteForce
5,5016,158,580,TCP,0,DDoS
52,1321,651,45,UDP,0,Normal
59,2100,527,39,TCP,0,Normal
3,189,31,203,UDP,0,PortScan
3,4867,487,157,TCP,0,DDoS
4,5171,412,385,TCP,0,DDoS
59,1321,1217,37,TCP,0,Normal
9,129,85,226,TCP,0,PortScan
29,916,353,37,UDP,9,BruteForce
6,338,118,147,TCP,0,PortScan
47,1077,1423,32,UDP,0,Normal
23,679,175,16,UDP,6,BruteForce
6,412,138,241,TCP,0,PortScan
2,415,85,213,TCP,0,PortScan
14,308,165,62,UDP,3,BruteForce
4,7809,228,500,TCP,0,DDoS
16,653,168,21,UDP,6,BruteForce
8,297,40,118,UDP,0,PortScan
3,8132,384,162,TCP,0,DDoS
2,3682,379,855,TCP,0,DDoS
8,239,175,200,UDP,0,PortScan
33,542,258,93,UDP,6,BruteForce
28,242,306,34,UDP,3,BruteForce
3,7072,379,796,TCP,0,DDoS
4,489,125,151,TCP,0,PortScan
5,3111,389,320,TCP,0,DDoS
12,2291,1990,48,UDP,0,Normal
60,2519,414,16,UDP,0,Normal
8,2993,507,32,UDP,0,Normal
7,449,104,117,TCP,0,PortScan
28,2860,1030,50,TCP,0,Normal
57,2436,603,19,UDP,0,Normal
6,443,106,145,TCP,0,PortScan
19,611,1771,22,TCP,0,Normal
52,1567,565,25,UDP,0,Normal
21,1988,1695,33,TCP,0,Normal
3,462,20,178,TCP,0,PortScan
4,3464,324,454,TCP,0,DDoS
8,499,29,132,UDP,0,PortScan
19,375,1213,8,UDP,0,Normal
4,3330,483,940,TCP,0,DDoS
35,2436,453,49,TCP,0,Normal
58,2033,1614,34,UDP,0,Normal
57,1877,1530,6,TCP,0,Normal
1,5303,132,297,TCP,0,DDoS
46,952,1307,19,UDP,0,Normal
23,163,211,20,UDP,4,BruteForce
3,233,58,154,TCP,0,PortScan
40,2815,1311,21,UDP,0,Normal
58,153,1354,19,UDP,0,Normal
2,3361,285,911,TCP,0,DDoS
10,77,50,81,UDP,0,PortScan
24,843,55,74,UDP,5,BruteForce
32,513,314,64,UDP,4,BruteForce
12,678,240,84,UDP,10,BruteForce
2,7619,173,226,TCP,0,DDoS
1,9867,500,151,TCP,0,DDoS
11,280,422,33,UDP,6,BruteForce
1,457,157,260,TCP,0,PortScan
36,461,421,37,UDP,7,BruteForce
2,8553,447,195,TCP,0,DDoS
29,383,307,99,UDP,8,BruteForce
5,1010,460,40,TCP,0,Normal
2,3448,134,844,TCP,0,DDoS
2,8286,128,613,TCP,0,DDoS
4,7275,187,925,TCP,0,DDoS
3,3144,150,419,TCP,0,DDoS
2,7997,291,915,TCP,0,DDoS
7,139,166,242,TCP,0,PortScan
3,8679,167,957,TCP,0,DDoS
8,97,163,116,TCP,0,PortScan
10,428,37,245,UDP,0,PortScan
3,8384,121,210,TCP,0,DDoS
5,483,28,174,TCP,0,PortScan
25,543,306,66,UDP,9,BruteForce
4,4467,139,482,TCP,0,DDoS
28,740,251,55,UDP,9,BruteForce
21,2628,358,39,UDP,0,Normal
21,836,431,47,UDP,10,BruteForce
3,322,170,114,UDP,0,PortScan
7,396,45,53,TCP,0,PortScan
27,791,134,92,UDP,5,BruteForce
31,415,322,78,UDP,6,BruteForce
10,240,100,125,TCP,0,PortScan
25,1853,887,46,UDP,0,Normal
32,285,175,97,UDP,6,BruteForce
3,8916,305,724,TCP,0,DDoS
43,892,1365,45,UDP,0,Normal
17,351,173,17,UDP,9,BruteForce
4,4529,319,584,TCP,0,DDoS
24,374,195,43,TCP,0,Normal
5,378,169,29,TCP,0,Normal
51,1783,160,10,UDP,0,Normal
4,7922,303,729,TCP,0,DDoS
10,317,125,247,UDP,0,PortScan
1,5068,364,642,TCP,0,DDoS
25,2788,644,9,TCP,0,Normal
8,322,75,62,TCP,0,PortScan
25,1144,1828,9,TCP,0,Normal
2,81,96,128,UDP,0,PortScan
23,217,346,28,UDP,4,BruteForce
8,408,180,282,TCP,0,PortScan
40,467,217,97,UDP,4,BruteForce
25,526,69,51,UDP,8,BruteForce
5,9164,327,230,TCP,0,DDoS
34,700,332,32,UDP,3,BruteForce
37,788,430,26,UDP,4,BruteForce
49,1802,695,47,TCP,0,Normal
12,587,80,43,UDP,3,BruteForce
52,1672,1404,16,UDP,0,Normal
17,558,245,97,UDP,10,BruteForce
5,7445,248,153,TCP,0,DDoS
25,1063,1466,21,UDP,0,Normal
24,521,237,88,UDP,8,BruteForce
49,2811,590,24,TCP,0,Normal
4,194,197,88,UDP,0,PortScan
15,742,382,24,UDP,10,BruteForce
5,3113,354,589,TCP,0,DDoS
10,127,64,225,UDP,0,PortScan
11,742,70,100,UDP,4,BruteForce
37,347,239,48,UDP,8,BruteForce
10,470,86,108,TCP,0,PortScan
4,198,48,50,UDP,0,PortScan
1,3795,470,583,TCP,0,DDoS
2,4350,54,856,TCP,0,DDoS
4,5761,288,935,TCP,0,DDoS
9,359,127,267,UDP,0,PortScan
32,802,250,20,UDP,7,BruteForce
5,491,66,124,UDP,0,PortScan
20,2319,1575,34,UDP,0,Normal
5,463,198,80,TCP,0,PortScan
58,1675,515,41,UDP,0,Normal
10,330,62,157,UDP,0,PortScan
3,4995,410,242,TCP,0,DDoS
12,287,492,81,UDP,6,BruteForce
27,727,225,33,UDP,10,BruteForce
26,2152,1260,44,TCP,0,Normal
4,223,64,58,UDP,0,PortScan
1,4072,188,229,TCP,0,DDoS
11,753,303,65,UDP,4,BruteForce
6,445,32,238,UDP,0,PortScan
2,8773,115,265,TCP,0,DDoS
17,849,323,49,UDP,6,BruteForce
42,871,1109,48,TCP,0,Normal
5,5550,209,1000,TCP,0,DDoS
4,182,86,224,UDP,0,PortScan
40,270,77,73,UDP,10,BruteForce
29,254,93,20,UDP,4,BruteForce
2,4710,392,274,TCP,0,DDoS
25,2970,1773,38,UDP,0,Normal
4,68,173,127,UDP,0,PortScan
14,593,1054,22,TCP,0,Normal
9,2620,1127,21,UDP,0,Normal
54,2023,145,15,UDP,0,Normal
1,3645,125,637,TCP,0,DDoS
5,5158,341,675,TCP,0,DDoS
4,5952,281,971,TCP,0,DDoS
3,6310,360,875,TCP,0,DDoS
3,3117,474,207,TCP,0,DDoS
9,426,69,155,UDP,0,PortScan
50,538,1351,6,TCP,0,Normal
24,160,121,23,TCP,0,Normal
7,331,93,70,UDP,0,PortScan
11,910,272,24,UDP,9,BruteForce
25,192,411,35,UDP,9,BruteForce
7,1583,761,37,TCP,0,Normal
11,578,109,26,UDP,10,BruteForce
16,524,441,46,UDP,10,BruteForce
28,1274,423,14,UDP,0,Normal
22,177,72,81,UDP,3,BruteForce
8,114,83,298,UDP,0,PortScan
31,437,260,100,UDP,7,BruteForce
5,9125,129,928,TCP,0,DDoS
13,178,489,65,UDP,10,BruteForce
34,1203,1785,17,TCP,0,Normal
6,242,83,243,TCP,0,PortScan
12,531,363,70,UDP,4,BruteForce
5,8908,480,417,TCP,0,DDoS
59,1629,1458,44,TCP,0,Normal
3,351,139,67,TCP,0,PortScan
21,1796,911,42,UDP,0,Normal
2,142,56,265,UDP,0,PortScan
9,157,60,54,TCP,0,PortScan
58,1125,100,18,UDP,0,Normal
26,2411,413,17,TCP,0,Normal
8,459,78,125,TCP,0,PortScan
14,648,389,70,UDP,10,BruteForce
3,4346,466,129,TCP,0,DDoS
15,684,379,72,UDP,4,BruteForce
8,470,75,265,TCP,0,PortScan
5,9851,384,773,TCP,0,DDoS
33,2326,1417,41,UDP,0,Normal
8,150,148,131,TCP,0,PortScan
10,834,195,84,UDP,9,BruteForce
8,130,99,191,UDP,0,PortScan
5,9268,179,925,TCP,0,DDoS
19,956,357,15,UDP,9,BruteForce
22,109,227,75,UDP,9,BruteForce
47,2054,192,20,UDP,0,Normal
4,6103,302,747,TCP,0,DDoS
4,4276,361,311,TCP,0,DDoS
40,1042,1693,7,TCP,0,Normal
4,440,155,189,TCP,0,PortScan
38,149,1810,5,UDP,0,Normal
1,3403,143,321,TCP,0,DDoS
9,444,97,205,TCP,0,PortScan
27,311,313,85,UDP,8,BruteForce
31,881,163,15,TCP,0,Normal
6,258,37,165,UDP,0,PortScan
5,5592,333,899,TCP,0,DDoS
6,51,167,94,UDP,0,PortScan
25,548,336,74,UDP,10,BruteForce
5,6950,189,647,TCP,0,DDoS
10,417,35,190,TCP,0,PortScan
2,63,148,209,TCP,0,PortScan
29,1560,1558,48,TCP,0,Normal
1,260,139,238,UDP,0,PortScan
31,588,113,70,UDP,5,BruteForce
1,91,44,163,UDP,0,PortScan
11,257,154,10,UDP,10,BruteForce
33,471,184,19,UDP,6,BruteForce
59,952,1139,32,TCP,0,Normal
9,213,77,80,TCP,0,PortScan
10,955,1879,50,TCP,0,Normal
5,136,54,72,TCP,0,PortScan
10,135,56,98,TCP,0,PortScan
9,213,159,232,UDP,0,PortScan
18,548,210,16,TCP,0,Normal
41,1026,859,42,UDP,0,Normal
5,492,188,267,UDP,0,PortScan
8,94,165,86,TCP,0,PortScan
36,424,275,93,UDP,7,BruteForce
2,210,41,293,UDP,0,PortScan
5,6875,467,801,TCP,0,DDoS
11,761,117,17,UDP,9,BruteForce
9,487,193,295,TCP,0,PortScan
4,3364,416,733,TCP,0,DDoS
6,339,78,114,TCP,0,PortScan
4,4953,470,299,TCP,0,DDoS
13,274,223,13,UDP,7,BruteForce
39,2480,800,21,UDP,0,Normal
4,385,26,172,UDP,0,PortScan
14,857,88,13,UDP,9,BruteForce
45,2230,1106,12,TCP,0,Normal
1,4936,365,412,TCP,0,DDoS
8,316,83,139,UDP,0,PortScan
19,824,332,47,UDP,3,BruteForce
33,381,144,30,UDP,7,BruteForce
24,2255,481,33,TCP,0,Normal
2,4315,428,514,TCP,0,DDoS
1,165,186,260,UDP,0,PortScan
3,4598,404,498,TCP,0,DDoS
46,755,375,30,UDP,0,Normal
5,219,139,239,UDP,0,PortScan
18,2476,290,21,TCP,0,Normal
5,8066,135,798,TCP,0,DDoS
3,428,197,264,TCP,0,PortScan
28,988,1742,16,TCP,0,Normal
4,407,198,222,UDP,0,PortScan
37,1498,1919,21,TCP,0,Normal
15,311,274,16,UDP,4,BruteForce
9,354,154,71,UDP,0,PortScan
5,82,107,161,TCP,0,PortScan
9,125,132,286,UDP,0,PortScan
55,1779,551,23,TCP,0,Normal
8,456,30,219,UDP,0,PortScan
8,123,29,251,UDP,0,PortScan
22,2755,1257,5,TCP,0,Normal
33,666,202,41,UDP,5,BruteForce
30,985,366,82,UDP,10,BruteForce
33,1239,622,32,TCP,0,Normal
23,243,372,62,UDP,6,BruteForce
1,441,107,172,UDP,0,PortScan
13,245,75,66,UDP,7,BruteForce
1,3514,476,171,TCP,0,DDoS
5,7497,237,867,TCP,0,DDoS
3,9417,323,476,TCP,0,DDoS
5,4825,414,658,TCP,0,DDoS
10,142,106,82,UDP,0,PortScan
23,680,255,30,UDP,4,BruteForce
35,708,221,68,UDP,9,BruteForce
52,916,515,27,TCP,0,Normal
30,442,67,97,UDP,8,BruteForce
18,293,124,25,UDP,9,BruteForce
17,318,200,70,UDP,8,BruteForce
17,327,110,65,UDP,4,BruteForce
4,7964,404,104,TCP,0,DDoS
33,165,390,64,UDP,6,BruteForce
9,208,158,168,TCP,0,PortScan
27,639,411,29,UDP,9,BruteForce
1,3676,90,582,TCP,0,DDoS
17,293,299,30,UDP,8,BruteForce
10,240,70,290,UDP,0,PortScan
57,1277,289,34,UDP,0,Normal
1,9490,301,910,TCP,0,DDoS
37,565,295,32,UDP,9,BruteForce
27,783,424,65,UDP,10,BruteForce
26,689,334,99,UDP,10,BruteForce
9,493,178,143,TCP,0,PortScan
5,276,139,180,UDP,0,PortScan
7,2534,823,16,TCP,0,Normal
24,912,387,36,UDP,4,BruteForce
13,104,755,17,UDP,0,Normal
38,824,478,81,UDP,9,BruteForce
4,8433,109,730,TCP,0,DDoS
56,1303,1144,13,UDP,0,Normal
59,1137,1253,13,TCP,0,Normal
1,8634,176,474,TCP,0,DDoS
23,424,477,100,UDP,3,BruteForce
10,380,69,96,UDP,0,PortScan
17,400,325,55,UDP,6,BruteForce
1,364,190,258,UDP,0,PortScan
3,4134,98,917,TCP,0,DDoS
52,2419,270,29,UDP,0,Normal
10,375,134,114,TCP,0,PortScan
40,362,285,27,UDP,6,BruteForce
55,253,1543,12,TCP,0,Normal
21,361,136,69,UDP,5,BruteForce
1,221,33,246,UDP,0,PortScan
41,2163,916,33,TCP,0,Normal
2,193,122,259,UDP,0,PortScan
35,163,398,74,UDP,9,BruteForce
33,1325,637,29,TCP,0,Normal
10,318,111,190,TCP,0,PortScan
8,229,166,148,TCP,0,PortScan
48,1643,675,14,UDP,0,Normal
8,465,187,90,TCP,0,PortScan
24,114,874,37,TCP,0,Normal
1,74,149,164,UDP,0,PortScan
44,1423,1181,50,TCP,0,Normal
26,2031,453,11,TCP,0,Normal
9,416,125,269,TCP,0,PortScan
5,226,195,277,TCP,0,PortScan
36,364,460,38,UDP,10,BruteForce
29,1519,268,42,TCP,0,Normal
23,521,345,60,UDP,4,BruteForce
9,451,198,105,TCP,0,PortScan
1,4586,256,420,TCP,0,DDoS
27,2882,512,45,TCP,0,Normal
7,257,180,300,UDP,0,PortScan
2,5022,430,874,TCP,0,DDoS
7,154,120,219,TCP,0,PortScan
1,6206,467,375,TCP,0,DDoS
36,922,87,83,UDP,9,BruteForce
8,234,78,280,TCP,0,PortScan
6,84,158,96,TCP,0,PortScan
3,7553,177,616,TCP,0,DDoS
14,789,433,77,UDP,7,BruteForce
54,153,756,39,UDP,0,Normal
4,5341,186,799,TCP,0,DDoS
38,2172,1231,17,TCP,0,Normal
38,251,338,79,UDP,3,BruteForce
9,466,112,88,UDP,0,PortScan
19,222,412,42,UDP,7,BruteForce
13,372,211,36,UDP,5,BruteForce
16,858,118,89,UDP,10,BruteForce
4,7395,375,235,TCP,0,DDoS
31,512,1011,11,TCP,0,Normal
1,8804,166,982,TCP,0,DDoS
2,102,129,258,TCP,0,PortScan
48,2101,425,31,TCP,0,Normal
22,797,202,6,UDP,0,Normal
4,9609,182,329,TCP,0,DDoS
5,473,31,146,TCP,0,PortScan
9,130,189,71,UDP,0,PortScan
51,2780,295,20,UDP,0,Normal
2,6676,99,435,TCP,0,DDoS
3,130,174,139,TCP,0,PortScan
9,165,164,129,TCP,0,PortScan
1,3634,210,242,TCP,0,DDoS
3,368,100,246,TCP,0,PortScan
16,531,154,23,UDP,9,BruteForce
5,4960,282,154,TCP,0,DDoS
1,7418,72,183,TCP,0,DDoS
2,114,179,129,UDP,0,PortScan
44,1927,309,5,TCP,0,Normal
30,752,1676,18,UDP,0,Normal
10,98,120,256,UDP,0,PortScan
3,6450,410,581,TCP,0,DDoS
6,68,184,187,UDP,0,PortScan
3,3982,50,137,TCP,0,DDoS
5,423,24,118,TCP,0,PortScan
60,2635,1179,34,TCP,0,Normal
27,518,427,21,UDP,9,BruteForce
38,783,68,79,UDP,4,BruteForce
57,2063,1220,45,UDP,0,Normal
5,7263,65,896,TCP,0,DDoS
8,173,21,135,UDP,0,PortScan
16,726,151,80,UDP,3,BruteForce
10,64,84,266,TCP,0,PortScan
27,269,410,48,UDP,5,BruteForce
5,9424,285,487,TCP,0,DDoS
1,8416,316,645,TCP,0,DDoS
4,5795,431,644,TCP,0,DDoS
58,2497,1563,5,UDP,0,Normal
2,7030,101,343,TCP,0,DDoS
15,1455,1116,17,UDP,0,Normal
40,613,163,80,UDP,3,BruteForce
2,8444,367,349,TCP,0,DDoS
5,9709,89,880,TCP,0,DDoS
40,691,97,37,UDP,4,BruteForce
5,295,49,170,UDP,0,PortScan
32,945,438,84,UDP,7,BruteForce
1,8948,446,731,TCP,0,DDoS
1,9355,318,303,TCP,0,DDoS
19,954,215,68,UDP,10,BruteForce
6,2981,257,19,UDP,0,Normal
5,4299,496,976,TCP,0,DDoS
1,3055,244,357,TCP,0,DDoS
9,76,147,156,TCP,0,PortScan
30,486,250,33,UDP,4,BruteForce
53,1828,1707,11,TCP,0,Normal
42,2860,1877,48,TCP,0,Normal
36,797,214,19,UDP,3,BruteForce
27,225,750,31,TCP,0,Normal
10,199,121,271,TCP,0,PortScan
10,199,179,70,UDP,7,BruteForce
41,2627,848,20,UDP,0,Normal
42,2373,620,28,UDP,0,Normal
50,2829,700,8,UDP,0,Normal
2,472,20,99,UDP,0,PortScan
1,6831,194,278,TCP,0,DDoS
57,2994,1756,10,UDP,0,Normal
41,2025,1632,41,TCP,0,Normal
16,2389,1235,20,UDP,0,Normal
16,934,1834,49,UDP,0,Normal
5,8033,433,598,TCP,0,DDoS
3,7548,274,660,TCP,0,DDoS
35,987,80,91,UDP,7,BruteForce
30,990,328,64,UDP,4,BruteForce
25,718,317,28,UDP,10,BruteForce
55,1085,1784,13,UDP,0,Normal
1,3244,383,827,TCP,0,DDoS
29,2251,1201,9,UDP,0,Normal
5,3405,360,590,TCP,0,DDoS
1,9226,469,882,TCP,0,DDoS
49,351,1578,20,UDP,0,Normal
29,313,220,75,UDP,10,BruteForce
12,955,114,66,UDP,6,BruteForce
35,2976,699,37,TCP,0,Normal
5,9271,241,584,TCP,0,DDoS
2,9791,390,810,TCP,0,DDoS
27,2200,830,23,TCP,0,Normal
31,924,422,91,UDP,9,BruteForce
16,1244,142,34,TCP,0,Normal
2,4299,155,906,TCP,0,DDoS
2,97,51,68,UDP,0,PortScan
25,282,1556,37,TCP,0,Normal
8,462,611,39,UDP,0,Normal
47,2259,1025,46,TCP,0,Normal
3,436,21,223,TCP,0,PortScan
4,124,72,271,TCP,0,PortScan
2,8446,147,439,TCP,0,DDoS
1,7224,435,320,TCP,0,DDoS
5,7842,216,465,TCP,0,DDoS
26,672,250,37,UDP,4,BruteForce
3,5249,227,463,TCP,0,DDoS
2,454,172,64,UDP,0,PortScan
43,1842,1100,8,UDP,0,Normal
4,82,62,90,UDP,0,PortScan
18,1155,1038,42,TCP,0,Normal
28,256,493,26,UDP,5,BruteForce
17,902,540,37,UDP,0,Normal
2,6330,468,399,TCP,0,DDoS
16,116,287,34,UDP,3,BruteForce
3,335,73,98,TCP,0,PortScan
3,9803,53,986,TCP,0,DDoS
7,177,156,122,UDP,0,PortScan
36,1342,1849,9,UDP,0,Normal
45,2263,1286,15,TCP,0,Normal
12,513,269,45,UDP,3,BruteForce
17,1619,1050,26,TCP,0,Normal
54,2967,913,25,UDP,0,Normal
3,6615,68,161,TCP,0,DDoS
5,356,171,92,UDP,0,PortScan
30,305,221,60,UDP,5,BruteForce
1,121,22,250,TCP,0,PortScan
33,805,417,90,UDP,7,BruteForce
1,8057,80,421,TCP,0,DDoS
40,948,125,70,UDP,10,BruteForce
5,7630,400,978,TCP,0,DDoS
9,68,151,270,UDP,0,PortScan
56,2339,1691,39,UDP,0,Normal
40,461,149,27,UDP,5,BruteForce
7,399,149,60,UDP,0,PortScan
1,325,65,99,TCP,0,PortScan
10,455,161,28,TCP,0,Normal
4,9003,304,639,TCP,0,DDoS
51,2261,472,48,TCP,0,Normal
15,214,300,67,UDP,3,BruteForce
5,3367,320,786,TCP,0,DDoS
8,377,161,292,TCP,0,PortScan
5,4410,99,993,TCP,0,DDoS
60,1873,1597,14,UDP,0,Normal
59,1147,820,24,TCP,0,Normal
1,61,178,298,TCP,0,PortScan
9,96,167,163,UDP,0,PortScan
11,1971,1589,12,UDP,0,Normal
9,349,129,243,UDP,0,PortScan
2,9781,196,721,TCP,0,DDoS
23,769,273,61,UDP,6,BruteForce
31,127,63,42,UDP,10,BruteForce
4,5535,59,104,TCP,0,DDoS
3,5566,420,808,TCP,0,DDoS
2,6033,247,997,TCP,0,DDoS
34,2486,1079,8,UDP,0,Normal
7,401,135,157,UDP,0,PortScan
3,4560,150,615,TCP,0,DDoS
19,954,288,71,UDP,8,BruteForce
6,180,75,275,TCP,0,PortScan
15,993,376,68,UDP,5,BruteForce
32,356,413,77,UDP,3,BruteForce
8,1455,1501,34,UDP,0,Normal
52,2686,279,10,TCP,0,Normal
13,628,1724,37,TCP,0,Normal
27,1667,238,10,TCP,0,Normal
1,6754,393,532,TCP,0,DDoS
49,2466,1598,26,TCP,0,Normal
2,8957,439,447,TCP,0,DDoS
1,468,159,123,TCP,0,PortScan
3,215,31,299,TCP,0,PortScan
54,2327,213,40,UDP,0,Normal
8,124,98,232,TCP,0,PortScan
18,391,160,10,UDP,4,BruteForce
14,465,442,27,UDP,7,BruteForce
5,5873,144,630,TCP,0,DDoS
22,555,283,80,UDP,7,BruteForce
23,336,400,23,UDP,4,BruteForce
7,438,30,137,UDP,0,PortScan
9,135,50,232,TCP,0,PortScan
31,1623,1226,36,UDP,0,Normal
11,153,112,47,UDP,10,BruteForce
4,8482,324,120,TCP,0,DDoS
3,226,183,109,TCP,0,PortScan
24,1316,237,45,TCP,0,Normal
17,2463,1650,38,UDP,0,Normal
36,413,127,10,UDP,7,BruteForce
3,340,68,111,UDP,0,PortScan
5,4581,405,477,TCP,0,DDoS
9,405,28,169,TCP,0,PortScan
1,8684,103,883,TCP,0,DDoS
33,875,216,27,UDP,9,BruteForce
21,2256,743,48,UDP,0,Normal
5,419,74,64,UDP,0,PortScan
10,858,1122,31,TCP,0,Normal
29,940,258,29,UDP,3,BruteForce
4,5291,173,267,TCP,0,DDoS
10,2100,1180,36,UDP,0,Normal
47,1926,1140,32,TCP,0,Normal
34,461,475,23,UDP,9,BruteForce
25,560,130,27,UDP,5,BruteForce
10,877,1740,14,UDP,0,Normal
8,400,86,136,TCP,0,PortScan
3,6097,347,751,TCP,0,DDoS
3,4949,130,817,TCP,0,DDoS
1,9662,248,775,TCP,0,DDoS
10,225,97,300,UDP,0,PortScan
8,386,25,119,UDP,0,PortScan
25,642,422,92,UDP,10,BruteForce
2,3041,338,896,TCP,0,DDoS
9,106,193,268,TCP,0,PortScan
4,6925,134,379,TCP,0,DDoS
50,377,1868,13,TCP,0,Normal
3,399,60,142,UDP,0,PortScan
51,774,1259,34,UDP,0,Normal
7,1210,805,20,UDP,0,Normal
55,1062,1583,35,TCP,0,Normal
4,4085,463,205,TCP,0,DDoS
26,795,301,46,UDP,5,BruteForce
2,82,28,300,TCP,0,PortScan
33,732,160,67,UDP,9,BruteForce
3,8579,453,266,TCP,0,DDoS
2,7454,129,911,TCP,0,DDoS
23,517,374,75,UDP,7,BruteForce
17,357,496,45,UDP,4,BruteForce
4,5663,498,427,TCP,0,DDoS
24,506,390,78,UDP,3,BruteForce
3,7221,432,695,TCP,0,DDoS
1,199,180,227,UDP,0,PortScan
7,482,186,162,UDP,0,PortScan
38,443,125,64,UDP,7,BruteForce
2,3966,220,732,TCP,0,DDoS
21,886,165,75,UDP,3,BruteForce
1,7124,375,164,TCP,0,DDoS
26,641,447,20,UDP,4,BruteForce
22,827,96,46,UDP,4,BruteForce
4,4629,451,193,TCP,0,DDoS
30,653,65,36,UDP,5,BruteForce
15,325,327,66,UDP,6,BruteForce
25,668,74,26,UDP,10,BruteForce
6,1698,1007,38,UDP,0,Normal
41,2710,691,35,UDP,0,Normal
4,284,88,299,UDP,0,PortScan
46,1890,123,42,UDP,0,Normal
4,8009,468,270,TCP,0,DDoS
10,264,74,236,TCP,0,PortScan
50,839,1633,27,TCP,0,Normal
31,205,370,92,UDP,6,BruteForce
4,3947,383,507,TCP,0,DDoS
59,2420,477,14,TCP,0,Normal
4,7005,350,959,TCP,0,DDoS
21,531,466,34,UDP,8,BruteForce
30,298,138,35,UDP,5,BruteForce
2,9496,90,790,TCP,0,DDoS
4,3074,244,348,TCP,0,DDoS
2,111,73,109,TCP,0,PortScan
33,697,383,52,UDP,5,BruteForce
25,1584,537,10,UDP,0,Normal
8,376,180,216,UDP,0,PortScan
20,911,148,60,UDP,5,BruteForce
27,186,478,19,UDP,3,BruteForce
54,2772,285,39,TCP,0,Normal
26,1291,646,19,TCP,0,Normal
25,875,300,22,UDP,10,BruteForce
40,118,898,5,UDP,0,Normal
21,233,154,89,UDP,4,BruteForce
20,176,361,14,UDP,6,BruteForce
40,641,336,90,UDP,7,BruteForce
3,9936,168,908,TCP,0,DDoS
1,174,195,73,TCP,0,PortScan
20,655,151,93,UDP,9,BruteForce
15,264,254,25,UDP,5,BruteForce
39,402,210,21,UDP,4,BruteForce
2,427,114,203,TCP,0,PortScan
5,5565,197,993,TCP,0,DDoS
5,8685,425,609,TCP,0,DDoS
23,295,1862,27,UDP,0,Normal
1,5648,220,827,TCP,0,DDoS
42,1302,428,25,UDP,0,Normal
9,332,51,298,UDP,0,PortScan
32,603,490,50,UDP,5,BruteForce
13,2635,1769,41,TCP,0,Normal
34,435,451,77,UDP,5,BruteForce
2,8419,472,289,TCP,0,DDoS
27,1231,838,9,UDP,0,Normal
23,2826,690,9,UDP,0,Normal
4,7264,111,625,TCP,0,DDoS
16,747,149,29,UDP,7,BruteForce
13,493,122,76,UDP,7,BruteForce
2,3121,120,129,TCP,0,DDoS
